Season,Team,Goals,xG,Venue,Efficiency
2019-2020,Getafe,2.0,1.7,Away,0.30000000000000004
2019-2020,Getafe,1.0,1.3,Away,-0.30000000000000004
2019-2020,Getafe,1.0,0.9,Away,0.09999999999999998
2019-2020,Getafe,1.0,0.6,Away,0.4
2019-2020,Getafe,1.0,0.7,Away,0.30000000000000004
2019-2020,Getafe,0.0,0.5,Away,-0.5
2019-2020,Getafe,0.0,0.3,Away,-0.3
2019-2020,Getafe,0.0,0.7,Away,-0.7
2019-2020,Getafe,0.0,1.4,Away,-1.4
2019-2020,Granada,0.0,0.5,Home,-0.5
2019-2020,Granada,2.0,1.9,Home,0.10000000000000009
2019-2020,Granada,1.0,0.7,Home,0.30000000000000004
2019-2020,Granada,1.0,0.6,Home,0.4
2019-2020,Granada,1.0,1.6,Home,-0.6000000000000001
2019-2020,Granada,1.0,0.2,Home,0.8
2019-2020,Granada,1.0,0.7,Home,0.30000000000000004
2019-2020,Granada,3.0,2.5,Home,0.5
2019-2020,Granada,1.0,1.2,Home,-0.19999999999999996
2019-2020,Granada,1.0,1.3,Home,-0.30000000000000004
2019-2020,Granada,2.0,1.0,Home,1.0
2019-2020,Granada,2.0,2.5,Home,-0.5
2019-2020,Granada,0.0,1.0,Home,-1.0
2019-2020,Granada,2.0,2.3,Home,-0.2999999999999998
2019-2020,Granada,0.0,1.0,Home,-1.0
2019-2020,Granada,1.0,1.5,Home,-0.5
2019-2020,Granada,2.0,2.3,Home,-0.2999999999999998
2019-2020,Granada,1.0,0.9,Home,0.09999999999999998
2019-2020,Granada,4.0,1.6,Home,2.4
2019-2020,Granada,4.0,1.9,Away,2.1
2019-2020,Granada,3.0,1.4,Away,1.6
2019-2020,Granada,2.0,1.2,Away,0.8
2019-2020,Granada,1.0,0.6,Away,0.4
2019-2020,Granada,2.0,1.6,Away,0.3999999999999999
2019-2020,Granada,1.0,1.7,Away,-0.7
2019-2020,Granada,0.0,0.5,Away,-0.5
2019-2020,Granada,0.0,1.0,Away,-1.0
2019-2020,Granada,0.0,1.7,Away,-1.7
2019-2020,Granada,0.0,0.2,Away,-0.2
2019-2020,Granada,0.0,0.6,Away,-0.6
2019-2020,Granada,0.0,0.9,Away,-0.9
2019-2020,Granada,3.0,1.3,Away,1.7
2019-2020,Granada,1.0,1.2,Away,-0.19999999999999996
2019-2020,Granada,2.0,1.0,Away,1.0
2019-2020,Granada,0.0,0.1,Away,-0.1
2019-2020,Granada,2.0,1.3,Away,0.7
2019-2020,Granada,3.0,0.6,Away,2.4
2019-2020,Granada,2.0,0.9,Away,1.1
2019-2020,Leganés,0.0,1.4,Home,-1.4
2019-2020,Leganés,0.0,0.4,Home,-0.4
2019-2020,Leganés,0.0,0.4,Home,-0.4
2019-2020,Leganés,1.0,0.5,Home,0.5
2019-2020,Leganés,1.0,2.8,Home,-1.7999999999999998
2019-2020,Leganés,1.0,1.7,Home,-0.7
2019-2020,Leganés,1.0,1.4,Home,-0.3999999999999999
2019-2020,Leganés,1.0,0.4,Home,0.6
2019-2020,Leganés,3.0,1.0,Home,2.0
2019-2020,Leganés,2.0,1.0,Home,1.0
2019-2020,Leganés,0.0,0.4,Home,-0.4
2019-2020,Leganés,2.0,1.2,Home,0.8
2019-2020,Leganés,0.0,0.6,Home,-0.6
2019-2020,Leganés,1.0,1.1,Home,-0.10000000000000009
2019-2020,Leganés,1.0,1.4,Home,-0.3999999999999999
2019-2020,Leganés,0.0,1.2,Home,-1.2
2019-2020,Leganés,0.0,0.8,Home,-0.8
2019-2020,Leganés,1.0,1.2,Home,-0.19999999999999996
2019-2020,Leganés,2.0,1.4,Home,0.6000000000000001
2019-2020,Leganés,1.0,1.4,Away,-0.3999999999999999
2019-2020,Leganés,1.0,1.2,Away,-0.19999999999999996
2019-2020,Leganés,0.0,1.2,Away,-1.2
2019-2020,Leganés,0.0,0.6,Away,-0.6
2019-2020,Leganés,0.0,0.3,Away,-0.3
2019-2020,Leganés,1.0,1.0,Away,0.0
2019-2020,Leganés,0.0,0.7,Away,-0.7
2019-2020,Leganés,1.0,0.7,Away,0.30000000000000004
2019-2020,Leganés,2.0,2.3,Away,-0.2999999999999998
2019-2020,Leganés,0.0,0.4,Away,-0.4
2019-2020,Leganés,0.0,1.2,Away,-1.2
2019-2020,Leganés,0.0,0.4,Away,-0.4
2019-2020,Leganés,2.0,1.9,Away,0.10000000000000009
2019-2020,Leganés,0.0,0.8,Away,-0.8
2019-2020,Leganés,1.0,1.3,Away,-0.30000000000000004
2019-2020,Leganés,1.0,1.6,Away,-0.6000000000000001
2019-2020,Leganés,1.0,0.4,Away,0.6
2019-2020,Leganés,0.0,0.4,Away,-0.4
2019-2020,Leganés,2.0,2.0,Away,0.0
2019-2020,Leicester City,0.0,0.7,Home,-0.7
2019-2020,Leicester City,3.0,2.0,Home,1.0
2019-2020,Leicester City,2.0,1.3,Home,0.7
2019-2020,Leicester City,5.0,1.6,Home,3.4
2019-2020,Leicester City,2.0,1.0,Home,1.0
2019-2020,Leicester City,2.0,1.2,Home,0.8
2019-2020,Leicester City,2.0,2.2,Home,-0.20000000000000018
2019-2020,Leicester City,2.0,2.4,Home,-0.3999999999999999
2019-2020,Leicester City,1.0,1.1,Home,-0.10000000000000009
2019-2020,Leicester City,0.0,0.1,Home,-0.1
2019-2020,Leicester City,1.0,0.7,Home,0.30000000000000004
2019-2020,Leicester City,4.0,2.8,Home,1.2000000000000002
2019-2020,Leicester City,2.0,1.4,Home,0.6000000000000001
2019-2020,Leicester City,0.0,0.8,Home,-0.8
2019-2020,Leicester City,4.0,2.1,Home,1.9
2019-2020,Leicester City,0.0,0.6,Home,-0.6
2019-2020,Leicester City,3.0,2.8,Home,0.20000000000000018
2019-2020,Leicester City,2.0,2.6,Home,-0.6000000000000001
2019-2020,Leicester City,0.0,0.8,Home,-0.8
2019-2020,Leicester City,1.0,0.8,Away,0.19999999999999996
2019-2020,Leicester City,2.0,0.8,Away,1.2
2019-2020,Leicester City,0.0,0.6,Away,-0.6
2019-2020,Leicester City,1.0,0.1,Away,0.9
2019-2020,Leicester City,9.0,4.6,Away,4.4
2019-2020,Leicester City,2.0,1.1,Away,0.8999999999999999
2019-2020,Leicester City,2.0,3.6,Away,-1.6
2019-2020,Leicester City,4.0,4.6,Away,-0.5999999999999996
2019-2020,Leicester City,1.0,1.1,Away,-0.10000000000000009
2019-2020,Leicester City,2.0,2.5,Away,-0.5
2019-2020,Leicester City,3.0,2.6,Away,0.3999999999999999
2019-2020,Leicester City,1.0,2.5,Away,-1.5
2019-2020,Leicester City,0.0,0.7,Away,-0.7
2019-2020,Leicester City,0.0,1.3,Away,-1.3
2019-2020,Leicester City,1.0,1.0,Away,0.0
2019-2020,Leicester City,1.0,1.8,Away,-0.8
2019-2020,Leicester City,1.0,0.9,Away,0.09999999999999998
2019-2020,Leicester City,1.0,1.5,Away,-0.5
2019-2020,Leicester City,0.0,1.7,Away,-1.7
2019-2020,Levante,2.0,2.1,Home,-0.10000000000000009
2019-2020,Levante,2.0,2.7,Home,-0.7000000000000002
2019-2020,Levante,0.0,1.5,Home,-1.5
2019-2020,Levante,1.0,1.6,Home,-0.6000000000000001
2019-2020,Levante,0.0,0.3,Home,-0.3
2019-2020,Levante,3.0,1.0,Home,2.0
2019-2020,Levante,2.0,1.8,Home,0.19999999999999996
2019-2020,Levante,2.0,2.1,Home,-0.10000000000000009
2019-2020,Levante,3.0,2.7,Home,0.2999999999999998
2019-2020,Levante,0.0,1.2,Home,-1.2
2019-2020,Levante,2.0,1.0,Home,1.0
2019-2020,Levante,1.0,0.7,Home,0.30000000000000004
2019-2020,Levante,1.0,0.9,Home,0.09999999999999998
2019-2020,Levante,1.0,0.9,Home,0.09999999999999998
2019-2020,Levante,0.0,0.9,Home,-0.9
2019-2020,Levante,4.0,1.5,Home,2.5
2019-2020,Levante,1.0,1.1,Home,-0.10000000000000009
2019-2020,Levante,1.0,1.1,Home,-0.10000000000000009
2019-2020,Levante,1.0,2.4,Home,-1.4
2019-2020,Levante,0.0,1.1,Away,-1.1
2019-2020,Levante,2.0,1.2,Away,0.8
2019-2020,Levante,1.0,1.5,Away,-0.5
2019-2020,Levante,2.0,1.2,Away,0.8
2019-2020,Levante,0.0,0.5,Away,-0.5
2019-2020,Levante,2.0,1.8,Away,0.19999999999999996
2019-2020,Levante,1.0,0.6,Away,0.4
2019-2020,Levante,0.0,0.6,Away,-0.6
2019-2020,Levante,2.0,1.0,Away,1.0
2019-2020,Levante,1.0,0.9,Away,0.09999999999999998
2019-2020,Levante,0.0,0.6,Away,-0.6
2019-2020,Levante,1.0,1.4,Away,-0.3999999999999999
2019-2020,Levante,1.0,1.5,Away,-0.5
2019-2020,Levante,0.0,0.7,Away,-0.7
2019-2020,Levante,1.0,1.4,Away,-0.3999999999999999
2019-2020,Levante,3.0,1.9,Away,1.1
2019-2020,Levante,0.0,0.4,Away,-0.4
2019-2020,Levante,0.0,1.1,Away,-1.1
2019-2020,Levante,3.0,1.5,Away,1.5
2019-2020,Liverpool,4.0,1.8,Home,2.2
2019-2020,Liverpool,3.0,2.5,Home,0.5
2019-2020,Liverpool,3.0,3.0,Home,0.0
2019-2020,Liverpool,2.0,3.5,Home,-1.5
2019-2020,Liverpool,2.0,2.6,Home,-0.6000000000000001
2019-2020,Liverpool,3.0,1.1,Home,1.9
2019-2020,Liverpool,2.0,1.3,Home,0.7
2019-2020,Liverpool,5.0,2.0,Home,3.0
2019-2020,Liverpool,2.0,1.4,Home,0.6000000000000001
2019-2020,Liverpool,1.0,1.2,Home,-0.19999999999999996
2019-2020,Liverpool,2.0,2.8,Home,-0.7999999999999998
2019-2020,Liverpool,2.0,1.9,Home,0.10000000000000009
2019-2020,Liverpool,4.0,3.2,Home,0.7999999999999998
2019-2020,Liverpool,3.0,2.4,Home,0.6000000000000001
2019-2020,Liverpool,2.0,1.8,Home,0.19999999999999996
2019-2020,Liverpool,4.0,2.4,Home,1.6
2019-2020,Liverpool,2.0,0.7,Home,1.3
2019-2020,Liverpool,1.0,1.7,Home,-0.7
2019-2020,Liverpool,5.0,1.7,Home,3.3
2019-2020,Liverpool,2.0,1.3,Away,0.7
2019-2020,Liverpool,3.0,1.0,Away,2.0
2019-2020,Liverpool,2.0,0.6,Away,1.4
2019-2020,Liverpool,1.0,1.9,Away,-0.8999999999999999
2019-2020,Liverpool,1.0,1.2,Away,-0.19999999999999996
2019-2020,Liverpool,2.0,2.4,Away,-0.3999999999999999
2019-2020,Liverpool,2.0,1.4,Away,0.6000000000000001
2019-2020,Liverpool,3.0,2.4,Away,0.6000000000000001
2019-2020,Liverpool,4.0,3.2,Away,0.7999999999999998
2019-2020,Liverpool,1.0,1.2,Away,-0.19999999999999996
2019-2020,Liverpool,2.0,1.1,Away,0.8999999999999999
2019-2020,Liverpool,2.0,2.8,Away,-0.7999999999999998
2019-2020,Liverpool,1.0,2.0,Away,-1.0
2019-2020,Liverpool,0.0,0.3,Away,-0.3
2019-2020,Liverpool,0.0,0.7,Away,-0.7
2019-2020,Liverpool,0.0,1.1,Away,-1.1
2019-2020,Liverpool,3.0,2.5,Away,0.5
2019-2020,Liverpool,1.0,2.1,Away,-1.1
2019-2020,Liverpool,3.0,0.6,Away,2.4
2019-2020,Mallorca,2.0,1.6,Home,0.3999999999999999
2019-2020,Mallorca,0.0,1.0,Home,-1.0
2019-2020,Mallorca,0.0,1.8,Home,-1.8
2019-2020,Mallorca,0.0,0.5,Home,-0.5
2019-2020,Mallorca,2.0,0.8,Home,1.2
2019-2020,Mallorca,1.0,0.2,Home,0.8
2019-2020,Mallorca,2.0,2.4,Home,-0.3999999999999999
2019-2020,Mallorca,3.0,1.7,Home,1.3
2019-2020,Mallorca,1.0,2.8,Home,-1.7999999999999998
2019-2020,Mallorca,0.0,0.8,Home,-0.8
2019-2020,Mallorca,4.0,1.9,Home,2.1
2019-2020,Mallorca,0.0,0.6,Home,-0.6
2019-2020,Mallorca,1.0,2.1,Home,-1.1
2019-2020,Mallorca,0.0,0.1,Home,-0.1
2019-2020,Mallorca,0.0,1.1,Home,-1.1
2019-2020,Mallorca,1.0,0.4,Home,0.6
2019-2020,Mallorca,5.0,1.5,Home,3.5
2019-2020,Mallorca,2.0,1.3,Home,0.7
2019-2020,Mallorca,1.0,1.3,Home,-0.30000000000000004
2019-2020,Mallorca,0.0,1.2,Away,-1.2
2019-2020,Mallorca,2.0,0.8,Away,1.2
2019-2020,Mallorca,0.0,0.2,Away,-0.2
2019-2020,Mallorca,0.0,0.8,Away,-0.8
2019-2020,Mallorca,0.0,0.7,Away,-0.7
2019-2020,Mallorca,1.0,1.7,Away,-0.7
2019-2020,Mallorca,2.0,1.3,Away,0.7
2019-2020,Mallorca,2.0,1.6,Away,0.3999999999999999
2019-2020,Mallorca,0.0,1.1,Away,-1.1
2019-2020,Mallorca,0.0,0.5,Away,-0.5
2019-2020,Mallorca,0.0,0.6,Away,-0.6
2019-2020,Mallorca,3.0,0.9,Away,2.1
2019-2020,Mallorca,2.0,0.8,Away,1.2
2019-2020,Mallorca,0.0,1.6,Away,-1.6
2019-2020,Mallorca,0.0,0.6,Away,-0.6
2019-2020,Mallorca,1.0,1.3,Away,-0.30000000000000004
2019-2020,Mallorca,0.0,0.8,Away,-0.8
2019-2020,Mallorca,0.0,0.4,Away,-0.4
2019-2020,Mallorca,2.0,0.8,Away,1.2
2019-2020,Manchester City,2.0,2.9,Home,-0.8999999999999999
2019-2020,Manchester City,4.0,1.9,Home,2.1
2019-2020,Manchester City,8.0,5.9,Home,2.0999999999999996
2019-2020,Manchester City,0.0,1.4,Home,-1.4
2019-2020,Manchester City,3.0,2.9,Home,0.10000000000000009
2019-2020,Manchester City,2.0,2.9,Home,-0.8999999999999999
2019-2020,Manchester City,2.0,1.0,Home,1.0
2019-2020,Manchester City,1.0,2.2,Home,-1.2000000000000002
2019-2020,Manchester City,3.0,3.3,Home,-0.2999999999999998
2019-2020,Manchester City,2.0,1.1,Home,0.8999999999999999
2019-2020,Manchester City,2.0,1.5,Home,0.5
2019-2020,Manchester City,2.0,2.6,Home,-0.6000000000000001
2019-2020,Manchester City,2.0,2.1,Home,-0.10000000000000009
2019-2020,Manchester City,3.0,2.6,Home,0.3999999999999999
2019-2020,Manchester City,5.0,2.4,Home,2.6
2019-2020,Manchester City,4.0,2.4,Home,1.6
2019-2020,Manchester City,5.0,2.8,Home,2.2
2019-2020,Manchester City,2.0,0.7,Home,1.3
2019-2020,Manchester City,5.0,3.2,Home,1.7999999999999998
2019-2020,Manchester City,5.0,3.2,Away,1.7999999999999998
2019-2020,Manchester City,3.0,3.0,Away,0.0
2019-2020,Manchester City,2.0,2.3,Away,-0.2999999999999998
2019-2020,Manchester City,3.0,2.8,Away,0.20000000000000018
2019-2020,Manchester City,2.0,3.5,Away,-1.5
2019-2020,Manchester City,1.0,1.3,Away,-0.30000000000000004
2019-2020,Manchester City,2.0,2.4,Away,-0.3999999999999999
2019-2020,Manchester City,4.0,2.2,Away,1.7999999999999998
2019-2020,Manchester City,3.0,1.3,Away,1.7
2019-2020,Manchester City,2.0,1.5,Away,0.5
2019-2020,Manchester City,6.0,2.8,Away,3.2
2019-2020,Manchester City,1.0,2.8,Away,-1.7999999999999998
2019-2020,Manchester City,0.0,2.4,Away,-2.4
2019-2020,Manchester City,1.0,2.4,Away,-1.4
2019-2020,Manchester City,0.0,0.6,Away,-0.6
2019-2020,Manchester City,1.0,0.8,Away,0.19999999999999996
2019-2020,Manchester City,0.0,3.2,Away,-3.2
2019-2020,Manchester City,5.0,4.4,Away,0.5999999999999996
2019-2020,Manchester City,4.0,3.3,Away,0.7000000000000002
2019-2020,Manchester Utd,4.0,2.2,Home,1.7999999999999998
2019-2020,Manchester Utd,1.0,2.5,Home,-1.5
2019-2020,Manchester Utd,1.0,1.2,Home,-0.19999999999999996
2019-2020,Manchester Utd,1.0,0.9,Home,0.09999999999999998
2019-2020,Manchester Utd,1.0,0.7,Home,0.30000000000000004
2019-2020,Manchester Utd,3.0,3.6,Home,-0.6000000000000001
2019-2020,Manchester Utd,2.0,1.7,Home,0.30000000000000004
2019-2020,Manchester Utd,2.0,1.4,Home,0.6000000000000001
2019-2020,Manchester Utd,1.0,1.4,Home,-0.3999999999999999
2019-2020,Manchester Utd,4.0,1.9,Home,2.1
2019-2020,Manchester Utd,4.0,2.9,Home,1.1
2019-2020,Manchester Utd,0.0,1.4,Home,-1.4
2019-2020,Manchester Utd,0.0,1.0,Home,-1.0
2019-2020,Manchester Utd,3.0,2.4,Home,0.6000000000000001
2019-2020,Manchester Utd,2.0,1.6,Home,0.3999999999999999
2019-2020,Manchester Utd,3.0,2.4,Home,0.6000000000000001
2019-2020,Manchester Utd,5.0,2.5,Home,2.5
2019-2020,Manchester Utd,2.0,1.5,Home,0.5
2019-2020,Manchester Utd,1.0,0.6,Home,0.4
2019-2020,Manchester Utd,1.0,1.2,Away,-0.19999999999999996
2019-2020,Manchester Utd,1.0,1.5,Away,-0.5
2019-2020,Manchester Utd,0.0,0.9,Away,-0.9
2019-2020,Manchester Utd,0.0,0.9,Away,-0.9
2019-2020,Manchester Utd,3.0,4.2,Away,-1.2000000000000002
2019-2020,Manchester Utd,0.0,0.8,Away,-0.8
2019-2020,Manchester Utd,3.0,1.3,Away,1.7
2019-2020,Manchester Utd,2.0,1.4,Away,0.6000000000000001
2019-2020,Manchester Utd,0.0,1.8,Away,-1.8
2019-2020,Manchester Utd,2.0,2.2,Away,-0.20000000000000018
2019-2020,Manchester Utd,0.0,0.7,Away,-0.7
2019-2020,Manchester Utd,0.0,1.3,Away,-1.3
2019-2020,Manchester Utd,2.0,0.6,Away,1.4
2019-2020,Manchester Utd,1.0,1.1,Away,-0.10000000000000009
2019-2020,Manchester Utd,1.0,1.7,Away,-0.7
2019-2020,Manchester Utd,3.0,1.0,Away,2.0
2019-2020,Manchester Utd,3.0,2.3,Away,0.7000000000000002
2019-2020,Manchester Utd,2.0,2.2,Away,-0.20000000000000018
2019-2020,Manchester Utd,2.0,1.3,Away,0.7
2019-2020,Newcastle Utd,0.0,0.4,Home,-0.4
2019-2020,Newcastle Utd,1.0,1.0,Home,0.0
2019-2020,Newcastle Utd,0.0,0.9,Home,-0.9
2019-2020,Newcastle Utd,1.0,0.8,Home,0.19999999999999996
2019-2020,Newcastle Utd,1.0,1.0,Home,0.0
2019-2020,Newcastle Utd,2.0,2.4,Home,-0.3999999999999999
2019-2020,Newcastle Utd,2.0,0.3,Home,1.7
2019-2020,Newcastle Utd,2.0,0.9,Home,1.1
2019-2020,Newcastle Utd,1.0,0.5,Home,0.5
2019-2020,Newcastle Utd,1.0,1.8,Home,-0.8
2019-2020,Newcastle Utd,0.0,0.7,Home,-0.7
2019-2020,Newcastle Utd,1.0,0.6,Home,0.4
2019-2020,Newcastle Utd,0.0,1.0,Home,-1.0
2019-2020,Newcastle Utd,0.0,1.1,Home,-1.1
2019-2020,Newcastle Utd,3.0,2.0,Home,1.0
2019-2020,Newcastle Utd,1.0,0.9,Home,0.09999999999999998
2019-2020,Newcastle Utd,2.0,1.4,Home,0.6000000000000001
2019-2020,Newcastle Utd,1.0,1.1,Home,-0.10000000000000009
2019-2020,Newcastle Utd,1.0,0.1,Home,0.9
2019-2020,Newcastle Utd,1.0,0.9,Away,0.09999999999999998
2019-2020,Newcastle Utd,1.0,0.8,Away,0.19999999999999996
2019-2020,Newcastle Utd,1.0,0.3,Away,0.7
2019-2020,Newcastle Utd,0.0,0.1,Away,-0.1
2019-2020,Newcastle Utd,0.0,0.4,Away,-0.4
2019-2020,Newcastle Utd,3.0,1.5,Away,1.5
2019-2020,Newcastle Utd,0.0,0.6,Away,-0.6
2019-2020,Newcastle Utd,2.0,0.5,Away,1.5
2019-2020,Newcastle Utd,0.0,1.0,Away,-1.0
2019-2020,Newcastle Utd,1.0,0.8,Away,0.19999999999999996
2019-2020,Newcastle Utd,1.0,0.2,Away,0.8
2019-2020,Newcastle Utd,2.0,1.3,Away,0.7
2019-2020,Newcastle Utd,0.0,0.9,Away,-0.9
2019-2020,Newcastle Utd,0.0,0.2,Away,-0.2
2019-2020,Newcastle Utd,1.0,2.8,Away,-1.7999999999999998
2019-2020,Newcastle Utd,4.0,1.8,Away,2.2
2019-2020,Newcastle Utd,0.0,0.3,Away,-0.3
2019-2020,Newcastle Utd,1.0,1.3,Away,-0.30000000000000004
2019-2020,Newcastle Utd,0.0,0.9,Away,-0.9
2019-2020,Norwich City,3.0,1.7,Home,1.3
2019-2020,Norwich City,2.0,1.1,Home,0.8999999999999999
2019-2020,Norwich City,3.0,1.5,Home,1.5
2019-2020,Norwich City,1.0,2.6,Home,-1.6
2019-2020,Norwich City,1.0,1.0,Home,0.0
2019-2020,Norwich City,0.0,0.7,Home,-0.7
2019-2020,Norwich City,2.0,0.8,Home,1.2
2019-2020,Norwich City,1.0,0.7,Home,0.30000000000000004
2019-2020,Norwich City,1.0,1.3,Home,-0.30000000000000004
2019-2020,Norwich City,2.0,0.2,Home,1.8
2019-2020,Norwich City,1.0,1.4,Home,-0.3999999999999999
2019-2020,Norwich City,1.0,1.8,Home,-0.8
2019-2020,Norwich City,0.0,0.3,Home,-0.3
2019-2020,Norwich City,1.0,0.6,Home,0.4
2019-2020,Norwich City,0.0,0.6,Home,-0.6
2019-2020,Norwich City,0.0,0.4,Home,-0.4
2019-2020,Norwich City,0.0,0.6,Home,-0.6
2019-2020,Norwich City,0.0,0.6,Home,-0.6
2019-2020,Norwich City,0.0,0.3,Home,-0.3
2019-2020,Norwich City,1.0,0.9,Away,0.09999999999999998
2019-2020,Norwich City,0.0,1.4,Away,-1.4
2019-2020,Norwich City,0.0,0.8,Away,-0.8
2019-2020,Norwich City,0.0,0.7,Away,-0.7
2019-2020,Norwich City,0.0,0.4,Away,-0.4
2019-2020,Norwich City,0.0,0.4,Away,-0.4
2019-2020,Norwich City,2.0,1.7,Away,0.30000000000000004
2019-2020,Norwich City,1.0,0.9,Away,0.09999999999999998
2019-2020,Norwich City,1.0,1.1,Away,-0.10000000000000009
2019-2020,Norwich City,0.0,1.2,Away,-1.2
2019-2020,Norwich City,0.0,0.3,Away,-0.3
2019-2020,Norwich City,1.0,1.5,Away,-0.5
2019-2020,Norwich City,0.0,2.2,Away,-2.2
2019-2020,Norwich City,0.0,0.4,Away,-0.4
2019-2020,Norwich City,0.0,2.4,Away,-2.4
2019-2020,Norwich City,0.0,0.3,Away,-0.3
2019-2020,Norwich City,1.0,1.2,Away,-0.19999999999999996
2019-2020,Norwich City,0.0,0.1,Away,-0.1
2019-2020,Norwich City,0.0,1.0,Away,-1.0
2019-2020,Osasuna,0.0,0.5,Home,-0.5
2019-2020,Osasuna,2.0,1.8,Home,0.19999999999999996
2019-2020,Osasuna,0.0,2.1,Home,-2.1
2019-2020,Osasuna,2.0,1.3,Home,0.7
2019-2020,Osasuna,3.0,2.8,Home,0.20000000000000018
2019-2020,Osasuna,4.0,3.7,Home,0.2999999999999998
2019-2020,Osasuna,1.0,1.3,Home,-0.30000000000000004
2019-2020,Osasuna,1.0,0.8,Home,0.19999999999999996
2019-2020,Osasuna,3.0,3.4,Home,-0.3999999999999999
2019-2020,Osasuna,0.0,1.9,Home,-1.9
2019-2020,Osasuna,2.0,1.9,Home,0.10000000000000009
2019-2020,Osasuna,1.0,0.9,Home,0.09999999999999998
2019-2020,Osasuna,0.0,0.9,Home,-0.9
2019-2020,Osasuna,1.0,2.4,Home,-1.4
2019-2020,Osasuna,0.0,1.0,Home,-1.0
2019-2020,Osasuna,2.0,1.0,Home,1.0
2019-2020,Osasuna,0.0,0.6,Home,-0.6
2019-2020,Osasuna,2.0,1.4,Home,0.6000000000000001
2019-2020,Osasuna,2.0,0.9,Home,1.1
2019-2020,Osasuna,1.0,0.2,Away,0.8
2019-2020,Osasuna,1.0,2.5,Away,-1.5
2019-2020,Osasuna,0.0,0.2,Away,-0.2
2019-2020,Osasuna,1.0,1.1,Away,-0.10000000000000009
2019-2020,Osasuna,0.0,0.6,Away,-0.6
2019-2020,Osasuna,2.0,1.0,Away,1.0
2019-2020,Osasuna,0.0,0.1,Away,-0.1
2019-2020,Osasuna,4.0,2.7,Away,1.2999999999999998
2019-2020,Osasuna,0.0,0.7,Away,-0.7
2019-2020,Osasuna,1.0,0.7,Away,0.30000000000000004
2019-2020,Osasuna,1.0,0.9,Away,0.09999999999999998
2019-2020,Osasuna,1.0,0.6,Away,0.4
2019-2020,Osasuna,2.0,1.7,Away,0.30000000000000004
2019-2020,Osasuna,1.0,1.1,Away,-0.10000000000000009
2019-2020,Osasuna,0.0,1.5,Away,-1.5
2019-2020,Osasuna,1.0,1.1,Away,-0.10000000000000009
2019-2020,Osasuna,2.0,0.9,Away,1.1
2019-2020,Osasuna,0.0,0.4,Away,-0.4
2019-2020,Osasuna,2.0,0.8,Away,1.2
2019-2020,Real Madrid,1.0,1.7,Home,-0.7
2019-2020,Real Madrid,3.0,2.9,Home,0.10000000000000009
2019-2020,Real Madrid,2.0,1.6,Home,0.3999999999999999
2019-2020,Real Madrid,4.0,2.6,Home,1.4
2019-2020,Real Madrid,5.0,4.8,Home,0.20000000000000018
2019-2020,Real Madrid,0.0,2.8,Home,-2.8
2019-2020,Real Madrid,3.0,1.4,Home,1.6
2019-2020,Real Madrid,2.0,2.4,Home,-0.3999999999999999
2019-2020,Real Madrid,0.0,2.5,Home,-2.5
2019-2020,Real Madrid,2.0,1.3,Home,0.7
2019-2020,Real Madrid,1.0,1.1,Home,-0.10000000000000009
2019-2020,Real Madrid,2.0,2.0,Home,0.0
2019-2020,Real Madrid,2.0,1.1,Home,0.8999999999999999
2019-2020,Real Madrid,3.0,1.0,Home,2.0
2019-2020,Real Madrid,3.0,1.9,Home,1.1
2019-2020,Real Madrid,2.0,1.3,Home,0.7
2019-2020,Real Madrid,1.0,1.8,Home,-0.8
2019-2020,Real Madrid,2.0,2.2,Home,-0.20000000000000018
2019-2020,Real Madrid,2.0,1.6,Home,0.3999999999999999
2019-2020,Real Madrid,3.0,2.1,Away,0.8999999999999999
2019-2020,Real Madrid,2.0,1.9,Away,0.10000000000000009
2019-2020,Real Madrid,1.0,1.2,Away,-0.19999999999999996
2019-2020,Real Madrid,0.0,0.4,Away,-0.4
2019-2020,Real Madrid,0.0,1.0,Away,-1.0
2019-2020,Real Madrid,4.0,2.9,Away,1.1
2019-2020,Real Madrid,2.0,1.8,Away,0.19999999999999996
2019-2020,Real Madrid,1.0,1.7,Away,-0.7
2019-2020,Real Madrid,0.0,0.8,Away,-0.8
2019-2020,Real Madrid,3.0,1.8,Away,1.2
2019-2020,Real Madrid,1.0,0.6,Away,0.4
2019-2020,Real Madrid,4.0,2.6,Away,1.4
2019-2020,Real Madrid,0.0,1.9,Away,-1.9
2019-2020,Real Madrid,1.0,2.1,Away,-1.1
2019-2020,Real Madrid,2.0,1.3,Away,0.7
2019-2020,Real Madrid,1.0,2.1,Away,-1.1
2019-2020,Real Madrid,1.0,2.5,Away,-1.5
2019-2020,Real Madrid,2.0,0.4,Away,1.6
2019-2020,Real Madrid,2.0,0.8,Away,1.2
2019-2020,Real Sociedad,2.0,2.1,Home,-0.10000000000000009
2019-2020,Real Sociedad,3.0,3.8,Home,-0.7999999999999998
2019-2020,Real Sociedad,1.0,0.6,Home,0.4
2019-2020,Real Sociedad,3.0,1.4,Home,1.6
2019-2020,Real Sociedad,1.0,1.6,Home,-0.6000000000000001
2019-2020,Real Sociedad,1.0,1.1,Home,-0.10000000000000009
2019-2020,Real Sociedad,4.0,1.1,Home,2.9
2019-2020,Real Sociedad,2.0,2.7,Home,-0.7000000000000002
2019-2020,Real Sociedad,1.0,0.9,Home,0.09999999999999998
